inst#,actual,predicted,error
352,34,33.98,-0.02
353,28,27.322,-0.678
354,64,62.236,-1.764
355,21,20.948,-0.052
356,37,31.455,-5.545
357,4,-2.027,-6.027
358,24,21.798,-2.202
359,56,53.225,-2.775
360,65,61.325,-3.675
361,37,35.212,-1.788
362,42,38.571,-3.429
363,15,30.254,15.254
364,17,34.943,17.943
365,35,36.058,1.058
366,33,29.141,-3.859
367,58,54.292,-3.708
368,47,46.847,-0.153
369,66,63.922,-2.078
370,31,37.038,6.038
371,7,29.038,22.038
372,18,19.581,1.581
